transaction_id,customer_id,transaction_type,merchant_category,amount,transaction_date
TXN_001960,CUST_0048,Travel,International Travel,3807.4,2024-05-03
TXN_001961,CUST_0048,EMI,Personal Loan EMI,1250.69,2024-08-10
TXN_001962,CUST_0048,Dining,Cafe,4302.33,2024-02-02
TXN_001963,CUST_0048,Investment,SIP Investment,3226.92,2024-03-23
TXN_001964,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-01-02
TXN_001965,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-01-31
TXN_001966,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-03-02
TXN_001967,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-04-01
TXN_001968,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-04-30
TXN_001969,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-05-31
TXN_001970,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-07-01
TXN_001971,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-08-01
TXN_001972,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-08-31
TXN_001973,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-10-01
TXN_001974,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-10-30
TXN_001975,CUST_0049,Salary Credit,Employer Direct Deposit,5833.56,2024-11-29
TXN_001976,CUST_0049,Travel,Hotels,1264.16,2024-05-12
TXN_001977,CUST_0049,Shopping,Online Marketplace,888.17,2024-01-22
TXN_001978,CUST_0049,Entertainment,Streaming Service,286.08,2024-02-12
TXN_001979,CUST_0049,Utility Bill,Internet,4337.19,2024-07-27
TXN_001980,CUST_0049,Utility Bill,Electricity,1990.51,2024-03-12
TXN_001981,CUST_0049,Investment,Mutual Fund SIP,5252.36,2024-03-02
TXN_001982,CUST_0049,Rent,Office Rent,1270.75,2024-11-03
TXN_001983,CUST_0049,Grocery,Organic Store,1653.14,2024-10-26
TXN_001984,CUST_0049,Dining,Food Delivery,3722.36,2024-08-04
TXN_001985,CUST_0049,Investment,Stock Brokerage,2534.03,2024-05-20
TXN_001986,CUST_0049,Entertainment,Movie Theater,1278.99,2024-10-28
TXN_001987,CUST_0049,Travel,Car Rental,5657.02,2024-02-27
TXN_001988,CUST_0049,Utility Bill,Phone,2379.52,2024-05-06
TXN_001989,CUST_0049,Shopping,Fashion,1821.36,2024-07-07
TXN_001990,CUST_0049,Shopping,Electronics,3230.53,2024-11-06
TXN_001991,CUST_0049,Travel,Airlines,6352.66,2024-05-02
TXN_001992,CUST_0049,Shopping,Online Marketplace,1929.6,2024-11-23
TXN_001993,CUST_0049,Utility Bill,Electricity,2679.2,2024-05-01
TXN_001994,CUST_0049,Entertainment,Movie Theater,49.25,2024-07-20
TXN_001995,CUST_0049,Shopping,Baby Store,460.35,2024-04-30
TXN_001996,CUST_0049,Shopping,Fashion,4298.49,2024-03-23
TXN_001997,CUST_0049,Entertainment,Gaming,1592.75,2024-11-25
TXN_001998,CUST_0049,Dining,Restaurant,1377.44,2024-02-11
TXN_001999,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-01-04
TXN_002000,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-02-02
TXN_002001,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-03-06
TXN_002002,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-04-03
TXN_002003,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-04-30
TXN_002004,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-05-31
TXN_002005,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-07-04
TXN_002006,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-07-31
TXN_002007,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-09-01
TXN_002008,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-09-27
TXN_002009,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-10-29
TXN_002010,CUST_0050,Salary Credit,Employer Direct Deposit,8653.1,2024-11-29
TXN_002011,CUST_0050,Rent,Office Rent,1082.05,2024-01-27
TXN_002012,CUST_0050,EMI,Personal Loan EMI,2102.75,2024-01-02
TXN_002013,CUST_0050,Dining,Restaurant,3145.2,2024-06-09
TXN_002014,CUST_0050,Grocery,Supermarket,797.53,2024-09-21
TXN_002015,CUST_0050,EMI,Personal Loan EMI,2481.61,2024-06-12
TXN_002016,CUST_0050,Entertainment,Movie Theater,4368.79,2024-03-09
TXN_002017,CUST_0050,Shopping,Fashion,3440.46,2024-06-16
TXN_002018,CUST_0050,Shopping,Fashion,431.15,2024-07-07
TXN_002019,CUST_0050,EMI,Car Loan EMI,2861.89,2024-10-19
TXN_002020,CUST_0050,Investment,Mutual Fund SIP,9269.57,2024-11-27
TXN_002021,CUST_0050,Investment,Mutual Fund SIP,2383.53,2024-12-25
TXN_002022,CUST_0050,EMI,Home Loan EMI,1572.26,2024-05-13
TXN_002023,CUST_0050,EMI,Home Loan EMI,925.31,2024-10-17
TXN_002024,CUST_0050,Grocery,Supermarket,3595.73,2024-08-10
TXN_002025,CUST_0050,Entertainment,Gaming,2475.8,2024-04-24
TXN_002026,CUST_0050,Investment,Stock Brokerage,8227.42,2024-05-16
TXN_002027,CUST_0050,Shopping,Home Decor,1916.55,2024-08-08
TXN_002028,CUST_0050,Investment,Stock Brokerage,3188.19,2024-12-12
TXN_002029,CUST_0050,Investment,SIP Investment,8028.4,2024-01-15
TXN_002030,CUST_0050,Shopping,Baby Store,1185.07,2024-08-18
TXN_002031,CUST_0050,Investment,Fixed Deposit,6648.74,2024-02-13
TXN_002032,CUST_0050,Travel,Car Rental,2721.32,2024-12-20
TXN_002033,CUST_0050,Dining,Food Delivery,1068.97,2024-07-15
TXN_002034,CUST_0050,Dining,Food Delivery,2990.01,2024-02-07
TXN_002035,CUST_0050,Grocery,Wholesale Club,303.17,2024-06-19
TXN_002036,CUST_0050,Investment,SIP Investment,9969.02,2024-12-09
TXN_002037,CUST_0050,Travel,Airlines,5033.33,2024-06-03
TXN_002038,CUST_0050,Dining,Food Delivery,1860.8,2024-10-13
TXN_002039,CUST_0050,Travel,International Travel,1524.96,2024-09-09
TXN_002040,CUST_0050,Utility Bill,Phone,668.28,2024-06-11
TXN_002041,CUST_0050,Rent,Office Rent,1350.53,2024-01-23
TXN_002042,CUST_0050,EMI,Car Loan EMI,2587.01,2024-07-03
TXN_002043,CUST_0050,Dining,Cafe,4514.94,2024-05-14
TXN_002044,CUST_0050,Shopping,Online Marketplace,1571.92,2024-03-25
TXN_002045,CUST_0050,Utility Bill,Phone,3820.74,2024-03-18
TXN_002046,CUST_0050,Rent,Office Rent,1445.86,2024-04-27
TXN_002047,CUST_0050,EMI,Home Loan EMI,908.89,2024-08-27
TXN_002048,CUST_0050,Dining,Restaurant,4976.06,2024-09-10
TXN_002049,CUST_0050,Travel,Car Rental,5730.43,2024-09-05
TXN_002050,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-01-02
TXN_002051,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-01-31
TXN_002052,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-03-03
TXN_002053,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-03-31
TXN_002054,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-05-01
TXN_002055,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-06-01
TXN_002056,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-06-30
TXN_002057,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-07-30
TXN_002058,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-09-02
TXN_002059,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-10-01
TXN_002060,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-10-29
TXN_002061,CUST_0051,Salary Credit,Employer Direct Deposit,13150.06,2024-11-30
TXN_002062,CUST_0051,Investment,Mutual Fund SIP,5922.48,2024-08-01
TXN_002063,CUST_0051,Grocery,Supermarket,3843.58,2024-12-12
TXN_002064,CUST_0051,Grocery,Organic Store,139.55,2024-12-14
TXN_002065,CUST_0051,Grocery,Organic Store,1874.06,2024-02-24
TXN_002066,CUST_0051,Utility Bill,Water,154.08,2024-08-23
TXN_002067,CUST_0051,Entertainment,Movie Theater,3145.5,2024-05-17
TXN_002068,CUST_0051,Travel,Travel Agency,5318.15,2024-08-19
TXN_002069,CUST_0051,Utility Bill,Water,1064.72,2024-01-25
TXN_002070,CUST_0051,Shopping,Baby Store,3992.75,2024-02-06
TXN_002071,CUST_0051,Rent,Office Rent,1765.49,2024-05-02
TXN_002072,CUST_0051,Dining,Restaurant,112.36,2024-04-16
TXN_002073,CUST_0051,EMI,Car Loan EMI,1212.34,2024-11-30
TXN_002074,CUST_0051,EMI,Home Loan EMI,2502.75,2024-06-07
TXN_002075,CUST_0051,EMI,Car Loan EMI,2580.13,2024-09-19
TXN_002076,CUST_0051,Investment,SIP Investment,4186.85,2024-05-17
TXN_002077,CUST_0051,Dining,Restaurant,3784.89,2024-07-07
TXN_002078,CUST_0051,EMI,Car Loan EMI,732.37,2024-09-19
TXN_002079,CUST_0051,Utility Bill,Phone,3385.44,2024-11-27
TXN_002080,CUST_0051,EMI,Car Loan EMI,2118.06,2024-02-12
TXN_002081,CUST_0051,Shopping,Home Decor,2192.4,2024-09-01
TXN_002082,CUST_0051,Shopping,Fashion,4921.09,2024-12-16
TXN_002083,CUST_0051,Shopping,Fashion,2620.23,2024-05-31
TXN_002084,CUST_0051,Travel,International Travel,551.74,2024-02-25
TXN_002085,CUST_0051,Rent,Office Rent,2393.97,2024-10-18
TXN_002086,CUST_0051,Shopping,Baby Store,1281.75,2024-02-11
TXN_002087,CUST_0051,Rent,Apartment Rent,2984.73,2024-04-01
TXN_002088,CUST_0051,EMI,Car Loan EMI,1540.63,2024-12-26
TXN_002089,CUST_0051,Shopping,Baby Store,2940.17,2024-08-20
TXN_002090,CUST_0051,Entertainment,Gaming,4041.09,2024-06-23
TXN_002091,CUST_0052,Salary Credit,Employer Direct Deposit,5221.05,2024-01-06
TXN_002092,CUST_0052,Salary Credit,Employer Direct Deposit,5221.05,2024-02-04
TXN_002093,CUST_0052,Salary Credit,Employer Direct Deposit,5221.05,2024-03-03
TXN_002094,CUST_0052,Salary Credit,Employer Direct Deposit,5221.05,2024-04-05
TXN_002095,CUST_0052,Salary Credit,Employer Direct Deposit,5221.05,2024-04-30
TXN_002096,CUST_0052,Salary Credit,Employer Direct Deposit,5221.05,2024-06-02
TXN_002097,CUST_0052,Salary Credit,Employer Direct Deposit,7102.26,2024-06-29
TXN_002098,CUST_0052,Salary Credit,Employer Direct Deposit,6883.85,2024-07-29
TXN_002099,CUST_0052,Salary Credit,Employer Direct Deposit,6534.25,2024-08-31
TXN_002100,CUST_0052,Salary Credit,Employer Direct Deposit,6986.02,2024-09-30
TXN_002101,CUST_0052,Salary Credit,Employer Direct Deposit,7626.04,2024-11-01
TXN_002102,CUST_0052,Salary Credit,Employer Direct Deposit,7208.01,2024-11-29
TXN_002103,CUST_0052,Shopping,Online Marketplace,4067.53,2024-11-11
TXN_002104,CUST_0052,Utility Bill,Phone,4025.16,2024-02-14
TXN_002105,CUST_0052,EMI,Home Loan EMI,779.78,2024-01-09
TXN_002106,CUST_0052,Investment,Mutual Fund SIP,6661.92,2024-11-28
TXN_002107,CUST_0052,Investment,SIP Investment,8652.8,2024-10-02
TXN_002108,CUST_0052,Investment,Mutual Fund SIP,4902.54,2024-08-30
TXN_002109,CUST_0052,Dining,Restaurant,591.13,2024-03-19
TXN_002110,CUST_0052,Entertainment,Movie Theater,2362.73,2024-08-18
TXN_002111,CUST_0052,Investment,Stock Brokerage,8379.78,2024-07-19
TXN_002112,CUST_0052,Travel,Travel Agency,5117.2,2024-08-09
TXN_002113,CUST_0052,Dining,Cafe,3688.02,2024-11-01
TXN_002114,CUST_0052,Rent,Office Rent,2199.04,2024-09-19
TXN_002115,CUST_0052,Entertainment,Streaming Service,3574.31,2024-09-27
TXN_002116,CUST_0052,Travel,Car Rental,4515.39,2024-05-17
TXN_002117,CUST_0052,Dining,Cafe,593.53,2024-11-14
TXN_002118,CUST_0052,Utility Bill,Phone,3490.6,2024-01-11
TXN_002119,CUST_0052,EMI,Car Loan EMI,1673.1,2024-08-12
TXN_002120,CUST_0052,Investment,Stock Brokerage,7007.25,2024-11-04
TXN_002121,CUST_0052,Entertainment,Streaming Service,4417.04,2024-12-30
TXN_002122,CUST_0052,Dining,Cafe,4167.07,2024-12-10
TXN_002123,CUST_0052,Utility Bill,Phone,4000.78,2024-03-23
TXN_002124,CUST_0052,Investment,Fixed Deposit,1318.82,2024-09-04
TXN_002125,CUST_0052,EMI,Home Loan EMI,2014.37,2024-02-21
TXN_002126,CUST_0052,Dining,Cafe,1525.22,2024-04-17
TXN_002127,CUST_0052,Rent,Apartment Rent,2076.36,2024-05-13
TXN_002128,CUST_0052,Utility Bill,Water,881.83,2024-09-14
TXN_002129,CUST_0052,Travel,Airlines,1088.96,2024-04-26
TXN_002130,CUST_0052,Grocery,Wholesale Club,1128.24,2024-05-12
TXN_002131,CUST_0052,Utility Bill,Internet,3849.18,2024-10-12
TXN_002132,CUST_0052,Shopping,Fashion,4268.51,2024-09-20
TXN_002133,CUST_0052,Grocery,Wholesale Club,261.61,2024-08-12
TXN_002134,CUST_0052,Entertainment,Streaming Service,4873.55,2024-11-08
TXN_002135,CUST_0052,Grocery,Wholesale Club,219.43,2024-02-23
TXN_002136,CUST_0052,EMI,Personal Loan EMI,1013.47,2024-07-04
TXN_002137,CUST_0052,EMI,Personal Loan EMI,1603.79,2024-09-16
TXN_002138,CUST_0052,Entertainment,Gaming,4353.76,2024-03-19
TXN_002139,CUST_0052,Utility Bill,Internet,4097.61,2024-03-03
TXN_002140,CUST_0052,Investment,SIP Investment,7807.58,2024-01-04
TXN_002141,CUST_0052,Investment,SIP Investment,5297.72,2024-02-13
TXN_002142,CUST_0052,Shopping,Baby Store,3578.85,2024-07-31
TXN_002143,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-01-05
TXN_002144,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-02-03
TXN_002145,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-03-02
TXN_002146,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-04-01
TXN_002147,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-05-03
TXN_002148,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-06-02
TXN_002149,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-07-02
TXN_002150,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-08-01
TXN_002151,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-09-01
TXN_002152,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-10-02
TXN_002153,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-10-29
TXN_002154,CUST_0053,Salary Credit,Employer Direct Deposit,5945.42,2024-11-26
TXN_002155,CUST_0053,Entertainment,Streaming Service,3853.06,2024-09-21
TXN_002156,CUST_0053,Grocery,Supermarket,1698.14,2024-07-24
TXN_002157,CUST_0053,EMI,Car Loan EMI,2397.98,2024-12-04
TXN_002158,CUST_0053,EMI,Personal Loan EMI,2079.02,2024-12-04
TXN_002159,CUST_0053,Rent,Office Rent,3657.35,2024-12-24
TXN_002160,CUST_0053,Rent,Office Rent,1941.09,2024-06-25
TXN_002161,CUST_0053,Travel,Travel Agency,4961.13,2024-03-16
TXN_002162,CUST_0053,Dining,Cafe,3222.96,2024-10-05
TXN_002163,CUST_0053,Entertainment,Gaming,1732.8,2024-11-28
TXN_002164,CUST_0053,Dining,Restaurant,4406.06,2024-02-13
TXN_002165,CUST_0053,Travel,International Travel,5855.77,2024-03-05
TXN_002166,CUST_0053,Rent,Office Rent,2535.01,2024-06-08
TXN_002167,CUST_0053,Rent,Office Rent,1480.08,2024-01-15
TXN_002168,CUST_0053,Rent,Office Rent,3322.47,2024-08-04
TXN_002169,CUST_0053,Rent,Apartment Rent,3524.75,2024-05-12
TXN_002170,CUST_0053,Rent,Office Rent,3269.68,2024-03-04
TXN_002171,CUST_0053,Entertainment,Movie Theater,2866.45,2024-01-03
TXN_002172,CUST_0053,Entertainment,Movie Theater,4914.92,2024-10-24
TXN_002173,CUST_0053,Rent,Apartment Rent,1853.61,2024-10-20
TXN_002174,CUST_0053,EMI,Personal Loan EMI,2343.78,2024-02-23
TXN_002175,CUST_0053,Utility Bill,Water,4115.99,2024-07-03
TXN_002176,CUST_0053,Entertainment,Streaming Service,741.3,2024-08-05
TXN_002177,CUST_0053,Dining,Restaurant,470.32,2024-08-05
TXN_002178,CUST_0053,EMI,Car Loan EMI,695.18,2024-12-12
TXN_002179,CUST_0053,Rent,Office Rent,2556.83,2024-07-21
TXN_002180,CUST_0053,Shopping,Online Marketplace,2499.15,2024-08-04
TXN_002181,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-01-06
TXN_002182,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-02-03
TXN_002183,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-03-02
TXN_002184,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-04-01
TXN_002185,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-05-04
TXN_002186,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-05-31
TXN_002187,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-07-02
TXN_002188,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-08-03
TXN_002189,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-08-31
TXN_002190,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-09-28
TXN_002191,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-11-01
TXN_002192,CUST_0054,Salary Credit,Employer Direct Deposit,14373.84,2024-11-30
TXN_002193,CUST_0054,Rent,Apartment Rent,2366.3,2024-01-17
TXN_002194,CUST_0054,EMI,Personal Loan EMI,2879.55,2024-11-04
TXN_002195,CUST_0054,Dining,Restaurant,613.12,2024-10-19
TXN_002196,CUST_0054,Shopping,Electronics,2618.66,2024-03-01
TXN_002197,CUST_0054,Utility Bill,Internet,4955.19,2024-06-04
TXN_002198,CUST_0054,Shopping,Home Decor,149.61,2024-03-14
TXN_002199,CUST_0054,EMI,Personal Loan EMI,2842.05,2024-06-05
TXN_002200,CUST_0054,Shopping,Fashion,923.55,2024-09-07
TXN_002201,CUST_0054,Travel,Airlines,727.0,2024-01-23
TXN_002202,CUST_0054,Dining,Cafe,2869.56,2024-10-16
TXN_002203,CUST_0054,Entertainment,Movie Theater,3908.93,2024-08-31
TXN_002204,CUST_0054,EMI,Home Loan EMI,1652.34,2024-08-18
TXN_002205,CUST_0054,Entertainment,Streaming Service,4333.06,2024-06-15
TXN_002206,CUST_0054,Grocery,Wholesale Club,3325.87,2024-07-28
TXN_002207,CUST_0054,Dining,Restaurant,4502.22,2024-06-22
TXN_002208,CUST_0054,Rent,Apartment Rent,3670.13,2024-05-22
TXN_002209,CUST_0054,Grocery,Supermarket,3538.97,2024-10-19
TXN_002210,CUST_0054,Shopping,Online Marketplace,3229.35,2024-11-25
TXN_002211,CUST_0054,Rent,Apartment Rent,2856.11,2024-10-22
TXN_002212,CUST_0054,Travel,International Travel,6054.36,2024-09-14
TXN_002213,CUST_0054,Travel,Airlines,4348.5,2024-01-10
TXN_002214,CUST_0054,Shopping,Fashion,1233.98,2024-12-27
TXN_002215,CUST_0054,Entertainment,Streaming Service,4036.54,2024-11-06
TXN_002216,CUST_0054,Utility Bill,Phone,2948.58,2024-09-08
TXN_002217,CUST_0054,Travel,Travel Agency,3436.5,2024-09-27
TXN_002218,CUST_0054,Utility Bill,Phone,1293.32,2024-02-28
TXN_002219,CUST_0054,Grocery,Wholesale Club,849.1,2024-03-14
TXN_002220,CUST_0054,EMI,Car Loan EMI,885.57,2024-07-27
TXN_002221,CUST_0054,EMI,Home Loan EMI,1313.23,2024-01-14
TXN_002222,CUST_0055,Salary Credit,Employer Direct Deposit,7679.28,2024-01-03
TXN_002223,CUST_0055,Salary Credit,Employer Direct Deposit,7679.28,2024-02-01
TXN_002224,CUST_0055,Salary Credit,Employer Direct Deposit,7679.28,2024-03-04
TXN_002225,CUST_0055,Salary Credit,Employer Direct Deposit,7679.28,2024-04-02
TXN_002226,CUST_0055,Salary Credit,Employer Direct Deposit,7679.28,2024-05-02
TXN_002227,CUST_0055,Salary Credit,Employer Direct Deposit,7679.28,2024-06-02
TXN_002228,CUST_0055,Salary Credit,Employer Direct Deposit,11384.33,2024-06-29
TXN_002229,CUST_0055,Salary Credit,Employer Direct Deposit,9334.65,2024-07-30
TXN_002230,CUST_0055,Salary Credit,Employer Direct Deposit,10947.89,2024-09-01
TXN_002231,CUST_0055,Salary Credit,Employer Direct Deposit,9759.96,2024-10-01
TXN_002232,CUST_0055,Salary Credit,Employer Direct Deposit,10948.48,2024-10-30
TXN_002233,CUST_0055,Salary Credit,Employer Direct Deposit,11402.25,2024-11-28
TXN_002234,CUST_0055,Travel,Travel Agency,3375.2,2024-09-04
TXN_002235,CUST_0055,Travel,Car Rental,7327.13,2024-01-10
TXN_002236,CUST_0055,Shopping,Online Marketplace,4817.74,2024-12-11
TXN_002237,CUST_0055,Grocery,Supermarket,3817.26,2024-11-29
TXN_002238,CUST_0055,EMI,Car Loan EMI,1614.96,2024-11-21
TXN_002239,CUST_0055,Rent,Apartment Rent,1427.1,2024-10-03
TXN_002240,CUST_0055,EMI,Home Loan EMI,1559.38,2024-10-11
TXN_002241,CUST_0055,Entertainment,Streaming Service,15.0,2024-08-25
TXN_002242,CUST_0055,Shopping,Fashion,12.71,2024-09-03
TXN_002243,CUST_0055,Shopping,Online Marketplace,1261.94,2024-12-14
TXN_002244,CUST_0055,Dining,Cafe,4213.77,2024-04-18
TXN_002245,CUST_0055,Rent,Office Rent,3217.55,2024-10-15
TXN_002246,CUST_0055,Grocery,Organic Store,457.68,2024-12-23
TXN_002247,CUST_0055,Grocery,Supermarket,3628.12,2024-05-23
TXN_002248,CUST_0055,Dining,Restaurant,3056.12,2024-06-11
TXN_002249,CUST_0055,Utility Bill,Internet,4898.41,2024-12-28
TXN_002250,CUST_0055,Entertainment,Movie Theater,1237.18,2024-06-13
TXN_002251,CUST_0055,Utility Bill,Water,2304.4,2024-11-02
TXN_002252,CUST_0055,Utility Bill,Electricity,4570.95,2024-03-09
TXN_002253,CUST_0055,Travel,International Travel,7231.27,2024-12-10
TXN_002254,CUST_0055,EMI,Car Loan EMI,2241.22,2024-09-07
TXN_002255,CUST_0055,Dining,Food Delivery,414.93,2024-11-28
TXN_002256,CUST_0055,Grocery,Wholesale Club,164.43,2024-12-09
TXN_002257,CUST_0055,Entertainment,Gaming,625.84,2024-07-11
TXN_002258,CUST_0055,Utility Bill,Phone,894.16,2024-12-22
TXN_002259,CUST_0055,Travel,Airlines,7502.73,2024-08-15
TXN_002260,CUST_0055,Travel,Hotels,6115.68,2024-12-14
TXN_002261,CUST_0055,Utility Bill,Water,458.93,2024-11-10
TXN_002262,CUST_0055,Shopping,Fashion,1178.95,2024-09-09
TXN_002263,CUST_0055,Utility Bill,Electricity,1410.97,2024-12-26
TXN_002264,CUST_0055,Investment,Mutual Fund SIP,8300.67,2024-07-21
TXN_002265,CUST_0055,Grocery,Organic Store,2849.82,2024-09-09
TXN_002266,CUST_0055,EMI,Personal Loan EMI,2347.04,2024-12-10
TXN_002267,CUST_0055,EMI,Home Loan EMI,2364.93,2024-03-06
TXN_002268,CUST_0055,Shopping,Online Marketplace,4278.84,2024-09-24
TXN_002269,CUST_0055,Shopping,Fashion,4239.86,2024-01-12
TXN_002270,CUST_0055,Rent,Office Rent,3649.31,2024-01-02
TXN_002271,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-01-01
TXN_002272,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-02-02
TXN_002273,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-03-04
TXN_002274,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-04-03
TXN_002275,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-05-02
TXN_002276,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-05-30
TXN_002277,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-07-04
TXN_002278,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-08-02
TXN_002279,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-08-31
TXN_002280,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-09-30
TXN_002281,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-10-29
TXN_002282,CUST_0056,Salary Credit,Employer Direct Deposit,14316.89,2024-11-30
TXN_002283,CUST_0056,Travel,Hotels,7363.45,2024-09-29
TXN_002284,CUST_0056,Entertainment,Movie Theater,35.74,2024-04-09
TXN_002285,CUST_0056,Utility Bill,Electricity,4401.69,2024-01-13
TXN_002286,CUST_0056,Investment,SIP Investment,9211.45,2024-04-10
TXN_002287,CUST_0056,EMI,Car Loan EMI,2064.99,2024-02-19
TXN_002288,CUST_0056,Travel,Car Rental,387.38,2024-11-16
TXN_002289,CUST_0056,Utility Bill,Internet,1243.3,2024-08-30
TXN_002290,CUST_0056,Investment,Fixed Deposit,8305.52,2024-09-23
TXN_002291,CUST_0056,Investment,Mutual Fund SIP,6385.88,2024-02-18
TXN_002292,CUST_0056,Entertainment,Gaming,632.88,2024-02-01
TXN_002293,CUST_0056,Travel,Car Rental,6812.0,2024-02-03
TXN_002294,CUST_0056,EMI,Home Loan EMI,1604.8,2024-06-03
TXN_002295,CUST_0056,Dining,Restaurant,518.12,2024-01-29
TXN_002296,CUST_0056,Rent,Apartment Rent,2144.37,2024-02-19
TXN_002297,CUST_0056,Dining,Restaurant,4324.27,2024-12-03
TXN_002298,CUST_0056,Travel,Car Rental,6402.28,2024-11-13
TXN_002299,CUST_0056,Grocery,Organic Store,3258.1,2024-12-11
TXN_002300,CUST_0056,Travel,Car Rental,4784.94,2024-02-25
TXN_002301,CUST_0056,Grocery,Supermarket,2979.92,2024-02-04
TXN_002302,CUST_0056,Investment,Stock Brokerage,2934.72,2024-08-03
TXN_002303,CUST_0056,Entertainment,Gaming,3108.05,2024-04-05
TXN_002304,CUST_0056,Investment,Stock Brokerage,1074.67,2024-06-08
TXN_002305,CUST_0056,Dining,Food Delivery,4799.11,2024-07-02
TXN_002306,CUST_0056,Shopping,Online Marketplace,4427.26,2024-03-15
TXN_002307,CUST_0056,EMI,Car Loan EMI,1357.25,2024-07-07
TXN_002308,CUST_0056,Travel,International Travel,5490.74,2024-01-30
TXN_002309,CUST_0056,Investment,Mutual Fund SIP,2356.37,2024-04-12
TXN_002310,CUST_0056,Investment,Mutual Fund SIP,6844.67,2024-12-21
TXN_002311,CUST_0057,Salary Credit,Employer Direct Deposit,10197.15,2024-01-03
TXN_002312,CUST_0057,Salary Credit,Employer Direct Deposit,10197.15,2024-02-04
TXN_002313,CUST_0057,Salary Credit,Employer Direct Deposit,10197.15,2024-03-05
TXN_002314,CUST_0057,Salary Credit,Employer Direct Deposit,10197.15,2024-04-02
TXN_002315,CUST_0057,Salary Credit,Employer Direct Deposit,10197.15,2024-05-04
